Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
chriskim,@chrisbkim,2022-07-19T23:40:00.000Z,"9 years ago, one of our early prototypes of the original August lock. CNC aluminum,  3D printed  housing, $2.5k. Also, CNC gears are terrible when you’re as naive as we were back then.",0,4,1,0
3D Printed Crack Pipe,@TronMeggy,2022-07-20T03:42:36.000Z,You may now lay your pitch to The Counsel (all the worms in my brain),0,0,0,0
Taka,@2jZci3zOUVaGZi9,2022-07-20T02:17:18.000Z,"PLA フィラメント,【TINMORRY】3dプリンタ用造形材料, 3dプリンター フィラメント 1.75mm 1Kg ( 3D Printer  Filament Red)  https:// @amazon より",0,2,2,0
Taka,@2jZci3zOUVaGZi9,2022-07-20T02:16:15.000Z,"TPU フィラメント,【TINMORRY】3dプリンタ用造形材料, 3dプリンター フィラメント 1.75mm 1Kg ( 3D Printer  Filament Black)  https:// @amazon より",0,2,2,0
Adam Darling,@jafrugh,2022-07-20T01:25:53.000Z,"Creality Halot-One Plus  3D Printer  Review: 4K Resolution, Sub-$400 Price  https://",0,0,0,0
yuli,@yuliyailene,2022-07-20T00:22:04.000Z,"Don’t worry y’all, he is busy with his  3d printer .. he won’t see my tweet",0,0,0,0
Kinjal Majumder,@Majumder_Lab,2022-07-19T23:21:47.000Z,Thank you to the  3D printing  crew at Virolympics at  #ASV2022,0,10,3,0
3d scanner,@reprap_sara,2022-07-20T02:08:00.000Z,"HE3D K280 Large Size Auto- leveling Single extruder Delta  3D printer  DIY kit with heatbed 280&600mm Sale, Price & Reviews | Gearbest  https:// d-printer-kits/pp_3008243559583407.html#.X0yswvoNAn4.twitte …",0,0,0,0
Taka,@2jZci3zOUVaGZi9,2022-07-20T02:19:35.000Z,"PETG フィラメント オリーブグリーン,【TINMORRY】3Dプリンター フィラメント 1.75mm 1Kg ( 3D Printer  Filament Olive Green)  https:// @amazon より",0,2,2,0
Mike Reining,@MikeMon90061500,2022-07-20T02:44:02.000Z,Saywe  3D Printing  Pen Giveaway  https://,0,0,0,0
bubbleistrouble,@bubbleistrouble,2022-07-20T02:20:47.000Z,"3D printed  trash can makes humongous, shinny bubbles",0,0,0,0
Daniel Bluhm,@dbluhm_,2022-07-20T02:00:33.000Z,"Being able to contribute to OSS is actually one of my proudest accomplishments so a visualization of those contributions (that I can  3D print , no less) excites me beyond words  https://",0,2,0,0
"RetroPlasmm (COMMS CLOSED, Gone Fishing)",@d3ad8un,2022-07-20T01:38:45.000Z,Apparently I can't draw the  3D printer  well so here is a funny reaction image. Give me your worst in the replies #ArtistOnTwitter #Art,1,7,1,0
flotsam,@flotsam70272377,2022-07-20T03:01:32.000Z,"Luckily for gun violence stats, the people who know how to operate a  3D printer  are also intelligent enough to know that impulsively shooting somebody over a perceived slight isn't a good life choice.",0,0,0,0
