Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
EDC TIPS,@edc_tips,2021-09-17T03:39:02.000Z,"3D-Printed  Thursday
  #Firearm #Firearms #Gun #Guns https:// ted-thursday/ …",0,0,0,0
Roboze,@Roboze3D,2021-09-17T10:00:27.000Z,"The two main technologies for manufacturing polymer parts are injection molding and  3D printing . 

Find out more:  https:// #3DPrinting",0,0,0,0
Innovation Booster Microtech,@IB_Microtech,2021-09-17T06:57:52.000Z,"[EVENT] On October 19th, join the @NTN_IB_AM for an event on "" Additive manufacturing  in the Micromechanics, which opportunities for SME's ?""
More infos now available here  https:// microtechnique-opportunites-pour-les-pme/ … #ntninnovationbooster #microtechbooster @Innosuisse",0,3,5,0
Sylas,@SylasVoltrius,2021-09-16T23:42:17.000Z,"Don't ya just love when a 12 hour  3D print  messes up in the last hour to a critical rate, just to have to reprint it.... Great times...

Also all the helmet parts are printed, so woooooo",0,2,0,0
☾༺ℓυa༻☽cazavampitos// ENCARGOS 3D OPEN,@Puchiluh,2021-09-17T09:53:26.000Z,Pedorra,0,6,0,0
Medical Innovation Xchange (MIX),@Medinnovx,2021-09-16T20:40:55.000Z,Hot off the ( 3D Printer ) press! Our first 3D logo!  #3Dprinting #steam #TechKids,0,3,0,0
theo,@butchtheo,2021-09-17T06:01:37.000Z,not me getting this excited over a  3D printer  at 2 am,0,3,1,0
somuchdepends,@somuchdependson,2021-09-16T22:49:49.000Z,with  3D printed  running shoes,0,0,0,0
3D Adept Media,@3DAdept,2021-09-17T06:03:47.000Z,The “World’s Largest Sand Binder Jetting  3D Printer ” to streamline production for Offshore Wind Turbines - @GErenewables - @FraunhoferIGCV  @voxeljet #windturbines #energy #additivemanufacturing https:// gest-sand-binder-jetting-3d-printer-to-streamline-production-for-offshore-wind-turbines/ …,0,0,0,0
bubbleistrouble,@bubbleistrouble,2021-09-17T06:20:45.000Z,"3D printed  trash can makes ridiculously, slimy bubbles",0,0,0,0
Desk Achitecture,@desk_design,2021-09-17T07:12:49.000Z,italian companies  @caracol_am  and  @NextChem_MT  pair their technologies to produce the world's first  3D-printed  sailing boat  https:// first-3d-printed-boat-beluga-set-sail-during-milan-design-week-09-16-2021/ …,0,0,0,0
bubbleistrouble,@bubbleistrouble,2021-09-16T20:40:41.000Z,"3D printed  trash can makes big, ephemeral bubbles",0,0,0,0
DARPAN KULSHRESHTHA,@darpankul,2021-09-17T07:52:48.000Z,"RT  @Ronald_vanLoon : This resilient walking  #Robot  was entirely  3D printed  using a technique we have never seen before
by  @mashable #MI #Innovation #Influencer #marketing Cc:  @enricomolinari @alvinfoo @kuriharan",0,0,0,0
Mashable,@mashable,2021-09-17T00:11:00.000Z,The  3D printing  process uses upcycled wood waste,1,14,3,0
3D Open Hardware,@3DOpenHardware,2021-09-17T07:29:53.000Z,Informe de mercado Mini  3D Printer  2021 con análisis de impacto COVID-19 - Roboto  https://,0,0,0,0
dsa caucus generator,@dsa_be_caucusin,2021-09-17T03:11:02.000Z,dsa globalist  3D printed  youtuber caucus,0,0,0,0
India360,@Pankaj91632050,2021-09-17T06:07:47.000Z,3D printing  that ‘grows’ layers  https:// at-grows-layers/ …,0,0,0,0
Luc Van Laere,@laere_luc,2021-09-17T10:01:06.000Z,Get the most out of your  3D printing  design software for consumer products. Learn what you need to know about  3D printing  and how it will change product development  #3Dprinting #innovation https://,0,0,0,0
Vedant Shetty,@vedantshetty,2021-09-16T21:25:56.000Z,An entire street of  3D printed  homes in Texas are move-in ready  https:// et-of-3d-printed-homes-in-texas-are-move-in-ready … #realestate #feedly,0,0,0,0
AIMS-UNM,@AimsUnm,2021-09-16T23:51:03.000Z,Mr. Delmore's next class --  3D PRINTED  SCOOTER ZIPS AROUND https://,0,0,0,0
heather on bluesky,@heathernharmony,2021-09-16T23:38:25.000Z,I’ve been too scared to try out my  3D printer  since we moved in July but I am ecstatic to report that it is working ,2,8,0,0
Jordan Miller,@JordanLMillerr,2021-09-17T00:55:01.000Z,"3D printed  fidget cubes, link in bio to purchase.",1,2,0,0
3D Printing UK,@3DPrinting_UK,2021-09-17T08:05:34.000Z,New post (How to feed your  3D printer ) on  3D PRINTING  UK -  https:// ur-3d-printer/ … #3dprinting #3dprinter,0,2,0,0
Carlos Granda,@GrandaCarlos,2021-09-16T21:24:05.000Z,"Wow - the world's largest  3D printing  community, Thingiverse from  @MakerBot , runs on  @googlecloud . Best of all, the team can trust its Kubernetes clusters require no further management -- freeing up teams to focus on their own  #customersuccess .  https:// rbot …",0,0,0,0
Goalse,@goalsecom,2021-09-17T07:15:30.000Z,Henkel and Nexa3D Open  Additive Manufacturing  Facility - Powder Bulk Solids  https:// l-and-nexa3d-open-additive-manufacturing-facility …,0,0,0,0
Anna ISD Makerspace Programming,@AISD_Makerspace,2021-09-16T22:49:55.000Z,It’s homecoming this week! MTA staff member Keymarian Mack designed a Fire & Ice Homecoming themed crown in  @Onshape  to  3D print . Thanks to our @AnnaISDCTE Director Mr. Mackey for modeling it!,3,6,1,0
