Author Name,Author ID,Date,Post Text,Replies,Likes,Reshares,Views
Merestone,@Merestone,2022-11-30T22:34:59.000Z,A sneak peek of a finished printing using our new  3D Printer . We are very excited to begin providing this service to our clients!!,0,0,0,0
Nutritional Yeast Infection,@PoorDunce,2022-11-30T22:05:49.000Z,Am I a wage-cuck for bringing my own  3D Printer  into work to help clear through the backlog because my dept won't give me the budget I need,1,0,0,0
hause we need to cua this pacient,@savvyn_t,2022-11-30T22:03:05.000Z,"making a personalised chess set is so easy, everyone should have one! first, use your  3d printer  to",0,0,0,0
The Kastrop Group,@KastropGroup,2022-11-30T22:02:39.000Z,University Unveils Bio-Based  3D-Printed  House :,0,0,0,0
Global BC,@GlobalBC,2022-11-30T22:29:20.000Z,"According to Delta police, a ghost gun is an untraceable firearm produced or partially produced through the manufacturing of parts using machining,  3D-printing  or both.",8,12,3,0
Aspen Times,@TheAspenTimes,2022-11-30T22:02:10.000Z,"3D printed  buildings, using tech-designed materials, can be erected much quicker, will be more sturdy, more resistant to mold and climate disasters, and considerably more affordable, according to writer Darrell Berkheimer.  https:// imer-can-3d-printing-help-solve-the-affordable-housing-issue/?utm_medium=Social&utm_source=Twitter#Echobox=1669822337 …",0,0,0,0
Essay Writer,@EssayWhiz,2022-11-30T21:57:46.000Z,"Revise the "" 3D Printing "" document . Use the document titled ""Original_3DPrinting.""  Your task is to revise this  https://",0,0,0,0
tricia mitchell,@tricialmitchell,2022-11-30T22:12:16.000Z,"When it comes to  3D printing , there’s nothing like hands-on experience to generate excitement and confidence at the same time!  @MountOliveTSD @RebeccaKreider @ZywickiR @kramer_MOMS @mtolivemiddle @MotsdSTEAM",1,8,3,0
St. Philip School,@StPhilipOCSB,2022-11-30T21:49:30.000Z,Taking time to look at what this special Falcon is printing on the  3D printer  in Mr Hodge’s class.,0,7,0,0
bubbleistrouble,@bubbleistrouble,2022-11-30T21:50:44.000Z,"3D printed  trash can makes lots of, transparent bubbles",0,0,0,0
